banco,eixo,query,grupo,execucao,warmup,latencia_ms,linhas,mem_kb,buffers_hit,buffers_read
postgresql,saude,11,filtro,5,False,100.487,1227.0,6632,15436,0
postgresql,saude,11,filtro,6,False,99.562,1227.0,6632,15436,0
postgresql,saude,11,filtro,7,False,97.531,1227.0,6632,15436,0
postgresql,saude,11,filtro,8,False,97.176,1227.0,6632,15436,0
postgresql,saude,11,filtro,9,False,97.289,1227.0,6632,15436,0
postgresql,saude,11,filtro,10,False,97.005,1227.0,6632,15436,0
postgresql,saude,11,filtro,11,False,97.075,1227.0,6632,15436,0
postgresql,saude,11,filtro,12,False,97.372,1227.0,6632,15436,0
postgresql,saude,11,filtro,13,False,97.676,1227.0,6632,15436,0
postgresql,saude,11,filtro,14,False,96.287,1227.0,6632,15436,0
postgresql,saude,11,filtro,15,False,95.554,1227.0,6632,15436,0
postgresql,saude,11,filtro,16,False,95.603,1227.0,6632,15436,0
postgresql,saude,11,filtro,17,False,96.2,1227.0,6632,15436,0
postgresql,saude,11,filtro,18,False,97.613,1227.0,6632,15436,0
postgresql,saude,11,filtro,19,False,96.698,1227.0,6632,15436,0
postgresql,saude,11,filtro,20,False,95.478,1227.0,6632,15436,0
postgresql,saude,11,filtro,21,False,95.017,1227.0,6632,15436,0
postgresql,saude,12,agregacao,1,True,933.028,1042.0,7188,279984,51298
postgresql,saude,12,agregacao,2,False,977.742,1042.0,7281,284240,46949
postgresql,saude,12,agregacao,3,False,991.303,1042.0,7276,284706,47644
postgresql,saude,12,agregacao,4,False,956.093,1042.0,7277,285708,45229
postgresql,saude,12,agregacao,5,False,955.486,1042.0,7283,286704,44383
postgresql,saude,12,agregacao,6,False,944.398,1042.0,7275,287529,43537
postgresql,saude,12,agregacao,7,False,965.822,1042.0,7287,288558,42691
postgresql,saude,12,agregacao,8,False,943.846,1042.0,7279,289332,41845
postgresql,saude,12,agregacao,9,False,960.662,1042.0,7287,290616,40999
postgresql,saude,12,agregacao,10,False,970.111,1042.0,7280,291181,40278
postgresql,saude,12,agregacao,11,False,958.614,1042.0,7276,291315,39841
postgresql,saude,12,agregacao,12,False,948.306,1042.0,7276,291795,39556
postgresql,saude,12,agregacao,13,False,951.023,1042.0,7281,291817,39369
postgresql,saude,12,agregacao,14,False,948.563,1042.0,7278,291865,39282
postgresql,saude,12,agregacao,15,False,943.257,1042.0,7274,292082,39782
postgresql,saude,12,agregacao,16,False,949.692,1042.0,7273,288921,42133
postgresql,saude,12,agregacao,17,False,945.744,1042.0,7282,290438,40847
postgresql,saude,12,agregacao,18,False,956.076,1042.0,7280,288203,42986
postgresql,saude,12,agregacao,19,False,945.574,1042.0,7278,289092,42433
postgresql,saude,12,agregacao,20,False,950.517,1042.0,7275,290252,40766
postgresql,saude,12,agregacao,21,False,952.559,1042.0,7278,287975,42971
postgresql,saude,13,filtro,1,True,66.606,223.0,1692,4646,9562
postgresql,saude,13,filtro,2,False,58.965,223.0,1692,5949,8259
postgresql,saude,13,filtro,3,False,57.71,223.0,1692,6043,8165
postgresql,saude,13,filtro,4,False,55.912,223.0,1692,6137,8071
postgresql,saude,13,filtro,5,False,56.006,223.0,1692,6231,7977
postgresql,saude,13,filtro,6,False,54.055,223.0,1692,6325,7883
postgresql,saude,13,filtro,7,False,55.109,223.0,1692,6419,7789
postgresql,saude,13,filtro,8,False,53.245,223.0,1692,6513,7695
postgresql,saude,13,filtro,9,False,53.082,223.0,1692,6607,7601
postgresql,saude,13,filtro,10,False,52.221,223.0,1692,6701,7507
postgresql,saude,13,filtro,11,False,52.256,223.0,1692,6795,7413
postgresql,saude,13,filtro,12,False,51.375,223.0,1692,6889,7319
postgresql,saude,13,filtro,13,False,54.248,223.0,1692,6983,7225
postgresql,saude,13,filtro,14,False,54.068,223.0,1692,7077,7131
postgresql,saude,13,filtro,15,False,51.128,223.0,1692,7171,7037
postgresql,saude,13,filtro,16,False,51.025,223.0,1692,7265,6943
postgresql,saude,13,filtro,17,False,51.351,223.0,1692,7359,6849
postgresql,saude,13,filtro,18,False,51.099,223.0,1692,7453,6755
postgresql,saude,13,filtro,19,False,51.099,223.0,1692,7547,6661
postgresql,saude,13,filtro,20,False,50.355,223.0,1692,7641,6567
postgresql,saude,13,filtro,21,False,53.75,223.0,1692,7735,6473
postgresql,saude,14,agregacao,1,True,88.034,3.0,39,51404,31480
postgresql,saude,14,agregacao,2,False,84.106,3.0,39,58628,24256
postgresql,saude,14,agregacao,3,False,87.251,3.0,39,59422,23462
postgresql,saude,14,agregacao,4,False,90.946,3.0,39,59704,23180
postgresql,saude,14,agregacao,5,False,93.34,3.0,39,59986,22898
postgresql,saude,14,agregacao,6,False,96.593,3.0,39,60178,22706
postgresql,saude,14,agregacao,7,False,98.636,3.0,39,60460,22424
postgresql,saude,14,agregacao,8,False,98.294,3.0,39,60742,22142
postgresql,saude,14,agregacao,9,False,101.732,3.0,39,61024,21860
postgresql,saude,14,agregacao,10,False,99.55,3.0,39,61306,21578
postgresql,saude,14,agregacao,11,False,101.673,3.0,39,61588,21296
postgresql,saude,14,agregacao,12,False,100.322,3.0,39,61870,21014
postgresql,saude,14,agregacao,13,False,102.114,3.0,39,62152,20732
postgresql,saude,14,agregacao,14,False,103.663,3.0,39,62434,20450
postgresql,saude,14,agregacao,15,False,103.008,3.0,39,62716,20168
postgresql,saude,14,agregacao,16,False,100.215,3.0,39,62998,19886
postgresql,saude,14,agregacao,17,False,101.277,3.0,39,63280,19604
postgresql,saude,14,agregacao,18,False,102.179,3.0,39,63562,19322
postgresql,saude,14,agregacao,19,False,106.856,3.0,39,63761,19123
postgresql,saude,14,agregacao,20,False,103.685,3.0,39,63761,19123
postgresql,saude,14,agregacao,21,False,97.929,3.0,39,63761,19123
postgresql,saude,15,agregacao,1,True,305.828,2114.0,1268,237673,44484
postgresql,saude,15,agregacao,2,False,298.271,2114.0,1307,245071,36870
postgresql,saude,15,agregacao,3,False,306.058,2114.0,1292,245835,35512
postgresql,saude,15,agregacao,4,False,309.147,2114.0,1199,245349,34384
postgresql,saude,15,agregacao,5,False,298.634,2114.0,1394,247338,33256
postgresql,saude,15,agregacao,6,False,295.072,2114.0,1290,250668,32128
postgresql,saude,15,agregacao,7,False,302.591,2114.0,1306,246798,31231
postgresql,saude,15,agregacao,8,False,297.556,2114.0,1279,251826,31180
postgresql,saude,15,agregacao,9,False,300.534,2114.0,1298,252114,31180
postgresql,saude,15,agregacao,10,False,297.273,2114.0,1268,249429,31180
postgresql,saude,15,agregacao,11,False,304.849,2114.0,1204,251952,31456
postgresql,saude,15,agregacao,12,False,296.097,2114.0,1298,252710,31469
postgresql,saude,15,agregacao,13,False,301.335,2114.0,1318,250960,31482
postgresql,saude,15,agregacao,14,False,296.951,2114.0,1304,253034,31478
postgresql,saude,15,agregacao,15,False,297.572,2114.0,1296,253412,31460
postgresql,saude,15,agregacao,16,False,298.037,2114.0,1280,247215,31462
postgresql,saude,15,agregacao,17,False,303.654,2114.0,1319,247445,31487
postgresql,saude,15,agregacao,18,False,291.449,2114.0,1267,247139,31481
postgresql,saude,15,agregacao,19,False,298.666,2114.0,1278,256250,31487
postgresql,saude,15,agregacao,20,False,297.321,2114.0,1291,248793,31483
postgresql,saude,15,agregacao,21,False,302.068,2114.0,1311,248949,31480
postgresql,saude,16,agregacao,1,True,285.758,1042.0,13389,23563,58700
postgresql,saude,16,agregacao,2,False,260.722,1042.0,13389,27588,54675
postgresql,saude,16,agregacao,3,False,259.125,1042.0,13389,27136,55127
postgresql,saude,16,agregacao,4,False,252.919,1042.0,13389,28483,53780
postgresql,saude,16,agregacao,5,False,257.833,1042.0,13389,28953,53310
postgresql,saude,16,agregacao,6,False,246.542,1042.0,13389,29227,53036
postgresql,saude,16,agregacao,7,False,254.79,1042.0,13389,29325,52938
postgresql,saude,16,agregacao,8,False,246.335,1042.0,13389,29422,52841
postgresql,saude,16,agregacao,9,False,250.959,1042.0,13389,29519,52744
postgresql,saude,16,agregacao,10,False,247.386,1042.0,13389,29658,52605
postgresql,saude,16,agregacao,11,False,252.144,1042.0,13389,29769,52494
postgresql,saude,16,agregacao,12,False,245.139,1042.0,13389,29881,52382
postgresql,saude,16,agregacao,13,False,247.276,1042.0,13389,29995,52268
postgresql,saude,16,agregacao,14,False,253.199,1042.0,13389,30105,52158
postgresql,saude,16,agregacao,15,False,266.907,1042.0,13389,30258,52005
postgresql,saude,16,agregacao,16,False,260.983,1042.0,13389,30412,51851
postgresql,saude,16,agregacao,17,False,252.872,1042.0,13389,30542,51721
postgresql,saude,16,agregacao,18,False,247.163,1042.0,13389,30683,51580
postgresql,saude,16,agregacao,19,False,247.002,1042.0,13389,30819,51444
postgresql,saude,16,agregacao,20,False,244.939,1042.0,13389,30930,51333
postgresql,saude,16,agregacao,21,False,247.928,1042.0,13389,31089,51174
postgresql,saude,17,agregacao,1,True,67.054,61.0,320,368,5936
postgresql,saude,17,agregacao,2,False,16.697,61.0,320,1035,5269
postgresql,saude,17,agregacao,3,False,16.294,61.0,320,1129,5175
postgresql,saude,17,agregacao,4,False,16.653,61.0,320,1223,5081
postgresql,saude,17,agregacao,5,False,16.569,61.0,320,1317,4987
postgresql,saude,17,agregacao,6,False,16.565,61.0,320,1411,4893
postgresql,saude,17,agregacao,7,False,16.566,61.0,320,1505,4799
postgresql,saude,17,agregacao,8,False,16.65,61.0,320,1599,4705
postgresql,saude,17,agregacao,9,False,16.88,61.0,320,1693,4611
postgresql,saude,17,agregacao,10,False,16.956,61.0,320,1787,4517
postgresql,saude,17,agregacao,11,False,17.394,61.0,320,1881,4423
postgresql,saude,17,agregacao,12,False,16.908,61.0,320,1975,4329
postgresql,saude,17,agregacao,13,False,17.576,61.0,320,2069,4235
postgresql,saude,17,agregacao,14,False,17.752,61.0,320,2163,4141
postgresql,saude,17,agregacao,15,False,17.358,61.0,320,2257,4047
postgresql,saude,17,agregacao,16,False,17.294,61.0,320,2351,3953
postgresql,saude,17,agregacao,17,False,17.201,61.0,320,2445,3859
postgresql,saude,17,agregacao,18,False,17.817,61.0,320,2539,3765
postgresql,saude,17,agregacao,19,False,24.168,61.0,320,2633,3671
postgresql,saude,17,agregacao,20,False,17.356,61.0,320,2727,3577
postgresql,saude,17,agregacao,21,False,17.335,61.0,320,2821,3483
postgresql,saude,18,agregacao,1,True,146.208,1.0,588,9057,23986
postgresql,saude,18,agregacao,2,False,138.954,1.0,588,12086,20957
postgresql,saude,18,agregacao,3,False,138.173,1.0,588,12180,20863
postgresql,saude,18,agregacao,4,False,137.596,1.0,588,12274,20769
postgresql,saude,18,agregacao,5,False,137.749,1.0,588,12368,20675
postgresql,saude,18,agregacao,6,False,137.432,1.0,588,12462,20581
postgresql,saude,18,agregacao,7,False,138.639,1.0,588,12556,20487
postgresql,saude,18,agregacao,8,False,137.74,1.0,588,12650,20393
postgresql,saude,18,agregacao,9,False,137.811,1.0,588,12744,20299
postgresql,saude,18,agregacao,10,False,137.597,1.0,588,12838,20205
postgresql,saude,18,agregacao,11,False,137.446,1.0,588,12932,20111
postgresql,saude,18,agregacao,12,False,137.125,1.0,588,13026,20017
postgresql,saude,18,agregacao,13,False,136.377,1.0,588,13120,19923
postgresql,saude,18,agregacao,14,False,137.048,1.0,588,13214,19829
postgresql,saude,18,agregacao,15,False,137.053,1.0,588,13308,19735
postgresql,saude,18,agregacao,16,False,136.559,1.0,588,13402,19641
postgresql,saude,18,agregacao,17,False,137.52,1.0,588,13496,19547
postgresql,saude,18,agregacao,18,False,137.64,1.0,588,13590,19453
postgresql,saude,18,agregacao,19,False,137.089,1.0,588,13684,19359
postgresql,saude,18,agregacao,20,False,135.636,1.0,588,13778,19265
postgresql,saude,18,agregacao,21,False,136.184,1.0,588,13872,19171
postgresql,saude,19,agregacao,1,True,65.611,1.0,142,15857,33467
postgresql,saude,19,agregacao,2,False,63.178,1.0,142,16765,32389
postgresql,saude,19,agregacao,3,False,62.631,1.0,139,17700,31430
postgresql,saude,19,agregacao,4,False,66.33,1.0,139,18622,30678
postgresql,saude,19,agregacao,5,False,70.847,1.0,138,19375,29926
postgresql,saude,19,agregacao,6,False,72.263,1.0,137,20063,29262
postgresql,saude,19,agregacao,7,False,71.458,1.0,137,20985,28316
postgresql,saude,19,agregacao,8,False,78.075,1.0,138,21761,27564
postgresql,saude,19,agregacao,9,False,77.044,1.0,138,22137,27188
postgresql,saude,19,agregacao,10,False,76.825,1.0,137,22607,26718
postgresql,saude,19,agregacao,11,False,77.004,1.0,138,23077,26248
postgresql,saude,19,agregacao,12,False,71.91,1.0,138,23453,25872
postgresql,saude,19,agregacao,13,False,74.318,1.0,137,24017,25308
postgresql,saude,19,agregacao,14,False,74.869,1.0,138,24393,24932
postgresql,saude,19,agregacao,15,False,77.654,1.0,137,24957,24368
postgresql,saude,19,agregacao,16,False,70.821,1.0,138,25333,23992
postgresql,saude,19,agregacao,17,False,74.342,1.0,138,25897,23428
postgresql,saude,19,agregacao,18,False,73.864,1.0,137,26273,23052
postgresql,saude,19,agregacao,19,False,73.916,1.0,138,26625,22676
postgresql,saude,19,agregacao,20,False,73.568,1.0,138,27097,22204
postgresql,saude,19,agregacao,21,False,74.651,1.0,138,27497,21828
postgresql,saude,20,multi_hop,1,True,926.095,907.0,1426,284878,25781
postgresql,saude,20,multi_hop,2,False,887.253,907.0,1417,292848,17985
postgresql,saude,20,multi_hop,3,False,893.617,907.0,1423,295243,17441
postgresql,saude,20,multi_hop,4,False,892.737,907.0,1430,293951,17425
postgresql,saude,20,multi_hop,5,False,924.878,907.0,1432,293866,17390
postgresql,saude,20,multi_hop,6,False,931.589,907.0,1427,295839,17403
postgresql,saude,20,multi_hop,7,False,893.225,907.0,1431,293700,17391
postgresql,saude,20,multi_hop,8,False,891.121,907.0,1431,293518,17390
postgresql,saude,20,multi_hop,9,False,897.725,907.0,1423,293200,17390
postgresql,saude,20,multi_hop,10,False,891.828,907.0,1431,294562,17390
postgresql,saude,20,multi_hop,11,False,896.835,907.0,1439,293088,17394
postgresql,saude,20,multi_hop,12,False,927.772,907.0,1420,294241,17390
postgresql,saude,20,multi_hop,13,False,885.368,907.0,1425,293416,17390
postgresql,saude,20,multi_hop,14,False,896.82,907.0,1432,293584,17405
postgresql,saude,20,multi_hop,15,False,897.208,907.0,1425,292967,20131
postgresql,saude,20,multi_hop,16,False,893.829,907.0,1426,292770,18261
postgresql,saude,20,multi_hop,17,False,889.249,907.0,1422,292885,17402
postgresql,saude,20,multi_hop,18,False,890.117,907.0,1422,293078,17908
postgresql,saude,20,multi_hop,19,False,887.09,907.0,1421,294277,17411
postgresql,saude,20,multi_hop,20,False,891.692,907.0,1428,294298,17402
postgresql,saude,20,multi_hop,21,False,892.299,907.0,1424,294661,17390
postgresql,saude,21,agregacao,1,True,107.785,645.0,7678,8565,35980
postgresql,saude,21,agregacao,2,False,111.378,645.0,7679,9157,35361
postgresql,saude,21,agregacao,3,False,113.189,645.0,7710,9877,34797
postgresql,saude,21,agregacao,4,False,125.956,645.0,7680,10969,34233
postgresql,saude,21,agregacao,5,False,121.864,645.0,7708,11146,33669
postgresql,saude,21,agregacao,6,False,114.928,645.0,7678,11299,33105
postgresql,saude,21,agregacao,7,False,119.038,645.0,7708,11815,32541
postgresql,saude,21,agregacao,8,False,116.717,645.0,7678,12718,31977
postgresql,saude,21,agregacao,9,False,120.598,645.0,7679,13984,31530
postgresql,saude,21,agregacao,10,False,116.505,645.0,7678,12865,31719
postgresql,saude,21,agregacao,11,False,116.159,645.0,7679,14398,31476
postgresql,saude,21,agregacao,12,False,117.379,645.0,7679,13699,30912
postgresql,saude,21,agregacao,13,False,117.951,645.0,7679,13954,30348
postgresql,saude,21,agregacao,14,False,117.295,645.0,7647,14626,29784
postgresql,saude,21,agregacao,15,False,120.695,645.0,7677,15535,29220
postgresql,saude,21,agregacao,16,False,120.693,645.0,7679,16306,28656
postgresql,saude,21,agregacao,17,False,118.73,645.0,7679,16318,28092
postgresql,saude,21,agregacao,18,False,120.277,645.0,7679,16824,27622
postgresql,saude,21,agregacao,19,False,118.743,645.0,7647,18165,27058
postgresql,saude,21,agregacao,20,False,114.041,645.0,7679,17830,26583
postgresql,saude,21,agregacao,21,False,117.666,645.0,7675,18217,26466
postgresql,saude,22,agregacao,1,True,852.535,438.0,462,315629,33138
postgresql,saude,22,agregacao,2,False,833.276,438.0,462,316393,32369
postgresql,saude,22,agregacao,3,False,831.135,438.0,462,316166,32593
postgresql,saude,22,agregacao,4,False,820.236,438.0,462,316272,32502
postgresql,saude,22,agregacao,5,False,831.88,438.0,462,316163,32606
postgresql,saude,22,agregacao,6,False,819.463,438.0,462,316263,32501
postgresql,saude,22,agregacao,7,False,825.622,438.0,462,316155,32607
postgresql,saude,22,agregacao,8,False,810.6,438.0,462,316259,32503
postgresql,saude,22,agregacao,9,False,825.714,438.0,462,316156,32608
postgresql,saude,22,agregacao,10,False,836.625,438.0,462,316257,32502
postgresql,saude,22,agregacao,11,False,826.966,438.0,462,316159,32603
postgresql,saude,22,agregacao,12,False,815.814,438.0,462,316271,32502
postgresql,saude,22,agregacao,13,False,824.948,438.0,462,316158,32606
postgresql,saude,22,agregacao,14,False,825.751,438.0,462,316256,32508
postgresql,saude,22,agregacao,15,False,827.646,438.0,462,316160,32605
postgresql,saude,22,agregacao,16,False,818.136,438.0,462,316270,32500
postgresql,saude,22,agregacao,17,False,821.936,438.0,462,316161,32604
postgresql,saude,22,agregacao,18,False,824.6,438.0,462,316271,32502
postgresql,saude,22,agregacao,19,False,878.701,438.0,462,316149,32612
postgresql,saude,22,agregacao,20,False,866.225,438.0,462,316245,32502
postgresql,saude,22,agregacao,21,False,886.226,438.0,462,316147,32605
postgresql,saude,23,agregacao,1,True,132.15,1042.0,6547,15894,16907
postgresql,saude,23,agregacao,2,False,117.849,1042.0,6547,16189,16612
postgresql,saude,23,agregacao,3,False,120.504,1042.0,6547,16377,16424
postgresql,saude,23,agregacao,4,False,111.146,1042.0,6547,16565,16236
postgresql,saude,23,agregacao,5,False,114.65,1042.0,6547,16753,16048
postgresql,saude,23,agregacao,6,False,113.489,1042.0,6547,16941,15860
postgresql,saude,23,agregacao,7,False,112.865,1042.0,6547,17129,15672
postgresql,saude,23,agregacao,8,False,115.729,1042.0,6547,17317,15484
postgresql,saude,23,agregacao,9,False,112.021,1042.0,6547,17505,15296
postgresql,saude,23,agregacao,10,False,107.226,1042.0,6547,17693,15108
postgresql,saude,23,agregacao,11,False,110.394,1042.0,6547,17881,14920
postgresql,saude,23,agregacao,12,False,110.915,1042.0,6547,18069,14732
postgresql,saude,23,agregacao,13,False,110.976,1042.0,6547,18257,14544
postgresql,saude,23,agregacao,14,False,106.933,1042.0,6547,18445,14356
postgresql,saude,23,agregacao,15,False,110.708,1042.0,6547,18633,14168
postgresql,saude,23,agregacao,16,False,114.316,1042.0,6547,18821,13980
postgresql,saude,23,agregacao,17,False,115.271,1042.0,6547,19009,13792
postgresql,saude,23,agregacao,18,False,116.613,1042.0,6547,19197,13604
postgresql,saude,23,agregacao,19,False,108.294,1042.0,6547,19385,13416
postgresql,saude,23,agregacao,20,False,109.279,1042.0,6547,19546,13255
postgresql,saude,23,agregacao,21,False,111.023,1042.0,6547,19701,13100
postgresql,saude,24,agregacao,1,True,48.724,1.0,100,725,24176
postgresql,saude,24,agregacao,2,False,52.419,1.0,100,1365,23749
postgresql,saude,24,agregacao,3,False,54.239,1.0,100,1482,23462
postgresql,saude,24,agregacao,4,False,55.751,1.0,100,1934,23180
postgresql,saude,24,agregacao,5,False,53.485,1.0,100,2089,22898
postgresql,saude,24,agregacao,6,False,57.292,1.0,100,2371,22616
postgresql,saude,24,agregacao,7,False,58.122,1.0,100,2653,22334
postgresql,saude,24,agregacao,8,False,56.338,1.0,100,3062,22052
postgresql,saude,24,agregacao,9,False,55.504,1.0,100,3174,21770
postgresql,saude,24,agregacao,10,False,56.119,1.0,100,3456,21488
postgresql,saude,24,agregacao,11,False,60.695,1.0,100,3738,21206
postgresql,saude,24,agregacao,12,False,58.775,1.0,100,4020,20924
postgresql,saude,24,agregacao,13,False,59.179,1.0,100,4302,20642
postgresql,saude,24,agregacao,14,False,65.758,1.0,100,4754,20360
postgresql,saude,24,agregacao,15,False,61.35,1.0,100,5079,20078
postgresql,saude,24,agregacao,16,False,58.234,1.0,100,5191,19796
postgresql,saude,24,agregacao,17,False,62.55,1.0,100,5473,19514
postgresql,saude,24,agregacao,18,False,59.543,1.0,100,5712,19232
postgresql,saude,24,agregacao,19,False,60.842,1.0,100,5994,18950
postgresql,saude,24,agregacao,20,False,60.118,1.0,100,6276,18668
postgresql,saude,24,agregacao,21,False,61.193,1.0,100,6601,18386
postgresql,saude,25,agregacao,1,True,146.163,246.0,7526,37818,34275
postgresql,saude,25,agregacao,2,False,132.091,246.0,7526,49186,22958
postgresql,saude,25,agregacao,3,False,130.382,246.0,7526,49471,22676
postgresql,saude,25,agregacao,4,False,129.939,246.0,7526,49699,22394
postgresql,saude,25,agregacao,5,False,133.032,246.0,7526,49978,22112
postgresql,saude,25,agregacao,6,False,129.336,246.0,7526,50260,21830
postgresql,saude,25,agregacao,7,False,129.154,246.0,7526,50545,21548
postgresql,saude,25,agregacao,8,False,124.224,246.0,7526,50878,21266
postgresql,saude,25,agregacao,9,False,127.94,246.0,7526,51115,20984
postgresql,saude,25,agregacao,10,False,125.311,246.0,7526,51391,20702
postgresql,saude,25,agregacao,11,False,147.486,246.0,7526,51673,20420
postgresql,saude,25,agregacao,12,False,126.368,246.0,7526,51955,20138
postgresql,saude,25,agregacao,13,False,127.534,246.0,7526,52237,19856
postgresql,saude,25,agregacao,14,False,128.745,246.0,7518,52522,19574
postgresql,saude,25,agregacao,15,False,124.322,246.0,7518,52817,19327
postgresql,saude,25,agregacao,16,False,125.707,246.0,7526,52853,19294
postgresql,saude,25,agregacao,17,False,126.161,246.0,7526,53018,19129
postgresql,saude,25,agregacao,18,False,133.469,246.0,7518,52967,19129
postgresql,saude,25,agregacao,19,False,130.26,246.0,7526,52976,19129
postgresql,saude,25,agregacao,20,False,128.354,246.0,7526,52976,19129
postgresql,saude,25,agregacao,21,False,131.86,246.0,7526,52976,19129
postgresql,saude,26,espacial,1,True,285.507,4638.0,1016,141670,216
postgresql,saude,26,espacial,2,False,258.594,4638.0,1016,141886,0
postgresql,saude,26,espacial,3,False,249.008,4638.0,1016,141886,0
postgresql,saude,26,espacial,4,False,243.844,4638.0,1016,141886,0
postgresql,saude,26,espacial,5,False,244.131,4638.0,1016,141886,0
postgresql,saude,26,espacial,6,False,246.214,4638.0,1016,141886,0
postgresql,saude,26,espacial,7,False,244.307,4638.0,1016,141886,0
postgresql,saude,26,espacial,8,False,244.727,4638.0,1016,141886,0
postgresql,saude,26,espacial,9,False,243.487,4638.0,1016,141886,0
postgresql,saude,26,espacial,10,False,245.765,4638.0,1016,141886,0
postgresql,saude,26,espacial,11,False,248.605,4638.0,1016,141886,0
postgresql,saude,26,espacial,12,False,247.613,4638.0,1016,141886,0
postgresql,saude,26,espacial,13,False,242.735,4638.0,1016,141886,0
postgresql,saude,26,espacial,14,False,243.605,4638.0,1016,141886,0
postgresql,saude,26,espacial,15,False,244.069,4638.0,1016,141886,0
postgresql,saude,26,espacial,16,False,244.032,4638.0,1016,141886,0
postgresql,saude,26,espacial,17,False,243.106,4638.0,1016,141886,0
postgresql,saude,26,espacial,18,False,244.072,4638.0,1016,141886,0
postgresql,saude,26,espacial,19,False,241.682,4638.0,1016,141886,0
postgresql,saude,26,espacial,20,False,244.148,4638.0,1016,141886,0
postgresql,saude,26,espacial,21,False,243.301,4638.0,1016,141886,0
postgresql,saude,27,espacial,1,True,95.862,71.0,1273,44120,9997
postgresql,saude,27,espacial,2,False,95.2,71.0,1273,45176,8941
postgresql,saude,27,espacial,3,False,96.257,71.0,1273,45270,8847
postgresql,saude,27,espacial,4,False,97.292,71.0,1273,45364,8753
postgresql,saude,27,espacial,5,False,96.992,71.0,1273,45458,8659
postgresql,saude,27,espacial,6,False,99.658,71.0,1273,45552,8565
postgresql,saude,27,espacial,7,False,99.501,71.0,1273,45646,8471
postgresql,saude,27,espacial,8,False,98.581,71.0,1273,45740,8377
postgresql,saude,27,espacial,9,False,98.539,71.0,1273,45834,8283
postgresql,saude,27,espacial,10,False,99.706,71.0,1273,45928,8189
postgresql,saude,27,espacial,11,False,99.89,71.0,1273,46022,8095
postgresql,saude,27,espacial,12,False,99.636,71.0,1273,46116,8001
postgresql,saude,27,espacial,13,False,98.484,71.0,1273,46210,7907
postgresql,saude,27,espacial,14,False,98.092,71.0,1273,46304,7813
postgresql,saude,27,espacial,15,False,98.702,71.0,1273,46398,7719
postgresql,saude,27,espacial,16,False,99.451,71.0,1273,46492,7625
postgresql,saude,27,espacial,17,False,99.445,71.0,1273,46586,7531
postgresql,saude,27,espacial,18,False,98.264,71.0,1273,46680,7437
postgresql,saude,27,espacial,19,False,98.007,71.0,1273,46774,7343
postgresql,saude,27,espacial,20,False,98.657,71.0,1273,46868,7249
postgresql,saude,27,espacial,21,False,99.856,71.0,1273,46962,7155
